review_text,review_id,cleaned_review,sentiment_score,sentiment_label,sentiment
The quality is excellent; I feel safe using it,3086,quality excellent feel safe using,0.765,positive,Positive
The ladder feels a bit shakyNot worth the price,3087,ladder feels bit shakynot worth price,0.2263,positive,Negative
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3088,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Not happy with the stability; it wobbles a bit,3089,not happy stability wobbles bit,-0.4585,negative,Negative
good product,3090,good product,0.4404,positive,Positive
good,3091,good,0.4404,positive,Positive
good,3092,good,0.4404,positive,Positive
This ladder is compact and easy to carry around,3093,ladder compact easy carry around,0.4404,positive,Positive
Not happy with the stability; it wobbles a bit,3094,not happy stability wobbles bit,-0.4585,negative,Negative
"Some scratches were present upon delivery, but it's functional",3095,scratches present upon delivery functional,0.0,neutral,Neutral
good,3096,good,0.4404,positive,Positive
This ladder is compact and easy to carry around,3097,ladder compact easy carry around,0.4404,positive,Positive
"A bit heavy to handle, but overall it does the job well",3098,bit heavy handle overall job well,0.2732,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,3099,sturdy feels safe use highly recommended,0.6115,positive,Positive
Not happy with the stability; it wobbles a bit,3100,not happy stability wobbles bit,-0.4585,negative,Negative
Not satisfied. Expected better build quality.,3101,not satisfied expected better build quality,-0.5773,negative,Negative
This ladder is compact and easy to carry around,3102,ladder compact easy carry around,0.4404,positive,Positive
"Some scratches were present upon delivery, but it's functional",3103,scratches present upon delivery functional,0.0,neutral,Neutral
"Good product, works as expected",3104,good product works expected,0.4404,positive,Positive
"Good product, works as expected",3105,good product works expected,0.4404,positive,Positive
,3106,,,neutral,Neutral
"Some scratches were present upon delivery, but it's functional",3107,scratches present upon delivery functional,0.0,neutral,Neutral
,3108,,,neutral,Neutral
The quality is excellent; I feel safe using it,3109,quality excellent feel safe using,0.765,positive,Positive
This ladder is compact and easy to carry around,3110,ladder compact easy carry around,0.4404,positive,Positive
The quality is excellent; I feel safe using it,3111,quality excellent feel safe using,0.765,positive,Positive
Not happy with the stability; it wobbles a bit,3112,not happy stability wobbles bit,-0.4585,negative,Negative
good,3113,good,0.4404,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,3114,sturdy feels safe use highly recommended,0.6115,positive,Positive
good product,3115,good product,0.4404,positive,Positive
The ladder feels a bit shakyNot worth the price,3116,ladder feels bit shakynot worth price,0.2263,positive,Negative
Not happy with the stability; it wobbles a bit,3117,not happy stability wobbles bit,-0.4585,negative,Negative
Very sturdy and feels safe to use. Highly recommended!,3118,sturdy feels safe use highly recommended,0.6115,positive,Positive
Not satisfied. Expected better build quality.,3119,not satisfied expected better build quality,-0.5773,negative,Negative
The height is just right for cleaning and painting tasks,3120,height right cleaning painting tasks,0.0,neutral,Positive
The quality is excellent; I feel safe using it,3121,quality excellent feel safe using,0.765,positive,Positive
"A bit heavy to handle, but overall it does the job well",3122,bit heavy handle overall job well,0.2732,positive,Positive
This ladder is compact and easy to carry around,3123,ladder compact easy carry around,0.4404,positive,Positive
Not satisfied. Expected better build quality.,3124,not satisfied expected better build quality,-0.5773,negative,Negative
"Some scratches were present upon delivery, but it's functional",3125,scratches present upon delivery functional,0.0,neutral,Neutral
"A bit heavy to handle, but overall it does the job well",3126,bit heavy handle overall job well,0.2732,positive,Positive
The ladder feels a bit shakyNot worth the price,3127,ladder feels bit shakynot worth price,0.2263,positive,Negative
good product,3128,good product,0.4404,positive,Positive
The ladder feels a bit shakyNot worth the price,3129,ladder feels bit shakynot worth price,0.2263,positive,Negative
,3130,,,neutral,Neutral
The ladder feels a bit shakyNot worth the price,3131,ladder feels bit shakynot worth price,0.2263,positive,Negative
Not happy with the stability; it wobbles a bit,3132,not happy stability wobbles bit,-0.4585,negative,Negative
Sturdy and reliable,3133,sturdy reliable,0.0,neutral,Neutral
"Good product, works as expected",3134,good product works expected,0.4404,positive,Positive
Not happy with the stability; it wobbles a bit,3135,not happy stability wobbles bit,-0.4585,negative,Negative
The height is just right for cleaning and painting tasks,3136,height right cleaning painting tasks,0.0,neutral,Positive
"Good product, works as expected",3137,good product works expected,0.4404,positive,Positive
Not happy with the stability; it wobbles a bit,3138,not happy stability wobbles bit,-0.4585,negative,Negative
The height is just right for cleaning and painting tasks,3139,height right cleaning painting tasks,0.0,neutral,Positive
"Some scratches were present upon delivery, but it's functional",3140,scratches present upon delivery functional,0.0,neutral,Neutral
"Good product, works as expected",3141,good product works expected,0.4404,positive,Positive
,3142,,,neutral,Neutral
This ladder is compact and easy to carry around,3143,ladder compact easy carry around,0.4404,positive,Positive
,3144,,,neutral,Neutral
"Some scratches were present upon delivery, but it's functional",3145,scratches present upon delivery functional,0.0,neutral,Neutral
Very sturdy and feels safe to use. Highly recommended!,3146,sturdy feels safe use highly recommended,0.6115,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3147,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,3148,sturdy feels safe use highly recommended,0.6115,positive,Positive
"Good product, works as expected",3149,good product works expected,0.4404,positive,Positive
Easy to fold and store. Perfect for my small space!,3150,easy fold store perfect small space,0.765,positive,Positive
good,3151,good,0.4404,positive,Positive
The height is just right for cleaning and painting tasks,3152,height right cleaning painting tasks,0.0,neutral,Positive
,3153,,,neutral,Neutral
This ladder is compact and easy to carry around,3154,ladder compact easy carry around,0.4404,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,3155,sturdy feels safe use highly recommended,0.6115,positive,Positive
Easy to fold and store. Perfect for my small space!,3156,easy fold store perfect small space,0.765,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3157,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
,3158,,,neutral,Neutral
Very sturdy and feels safe to use. Highly recommended!,3159,sturdy feels safe use highly recommended,0.6115,positive,Positive
good,3160,good,0.4404,positive,Positive
good,3161,good,0.4404,positive,Positive
The ladder feels a bit shakyNot worth the price,3162,ladder feels bit shakynot worth price,0.2263,positive,Negative
The ladder feels a bit shakyNot worth the price,3163,ladder feels bit shakynot worth price,0.2263,positive,Negative
"Some scratches were present upon delivery, but it's functional",3164,scratches present upon delivery functional,0.0,neutral,Neutral
The quality is excellent; I feel safe using it,3165,quality excellent feel safe using,0.765,positive,Positive
"Some scratches were present upon delivery, but it's functional",3166,scratches present upon delivery functional,0.0,neutral,Neutral
The height is just right for cleaning and painting tasks,3167,height right cleaning painting tasks,0.0,neutral,Positive
The height is just right for cleaning and painting tasks,3168,height right cleaning painting tasks,0.0,neutral,Positive
The height is just right for cleaning and painting tasks,3169,height right cleaning painting tasks,0.0,neutral,Positive
Very sturdy and feels safe to use. Highly recommended!,3170,sturdy feels safe use highly recommended,0.6115,positive,Positive
The height is just right for cleaning and painting tasks,3171,height right cleaning painting tasks,0.0,neutral,Positive
The ladder feels a bit shakyNot worth the price,3172,ladder feels bit shakynot worth price,0.2263,positive,Negative
good,3173,good,0.4404,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3174,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
This ladder is compact and easy to carry around,3175,ladder compact easy carry around,0.4404,positive,Positive
,3176,,,neutral,Neutral
This ladder is compact and easy to carry around,3177,ladder compact easy carry around,0.4404,positive,Positive
Easy to fold and store. Perfect for my small space!,3178,easy fold store perfect small space,0.765,positive,Positive
The height is just right for cleaning and painting tasks,3179,height right cleaning painting tasks,0.0,neutral,Positive
Very sturdy and feels safe to use. Highly recommended!,3180,sturdy feels safe use highly recommended,0.6115,positive,Positive
Not happy with the stability; it wobbles a bit,3181,not happy stability wobbles bit,-0.4585,negative,Negative
The quality is excellent; I feel safe using it,3182,quality excellent feel safe using,0.765,positive,Positive
good,3183,good,0.4404,positive,Positive
The ladder feels a bit shakyNot worth the price,3184,ladder feels bit shakynot worth price,0.2263,positive,Negative
The ladder feels a bit shakyNot worth the price,3185,ladder feels bit shakynot worth price,0.2263,positive,Negative
"A bit heavy to handle, but overall it does the job well",3186,bit heavy handle overall job well,0.2732,positive,Positive
Not happy with the stability; it wobbles a bit,3187,not happy stability wobbles bit,-0.4585,negative,Negative
The quality is excellent; I feel safe using it,3188,quality excellent feel safe using,0.765,positive,Positive
Sturdy and reliable,3189,sturdy reliable,0.0,neutral,Neutral
This ladder is compact and easy to carry around,3190,ladder compact easy carry around,0.4404,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3191,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
good,3192,good,0.4404,positive,Positive
The height is just right for cleaning and painting tasks,3193,height right cleaning painting tasks,0.0,neutral,Positive
The quality is excellent; I feel safe using it,3194,quality excellent feel safe using,0.765,positive,Positive
Easy to fold and store. Perfect for my small space!,3195,easy fold store perfect small space,0.765,positive,Positive
The ladder feels a bit shakyNot worth the price,3196,ladder feels bit shakynot worth price,0.2263,positive,Negative
Not happy with the stability; it wobbles a bit,3197,not happy stability wobbles bit,-0.4585,negative,Negative
The height is just right for cleaning and painting tasks,3198,height right cleaning painting tasks,0.0,neutral,Positive
Not happy with the stability; it wobbles a bit,3199,not happy stability wobbles bit,-0.4585,negative,Negative
Not satisfied. Expected better build quality.,3200,not satisfied expected better build quality,-0.5773,negative,Negative
The ladder feels a bit shakyNot worth the price,3201,ladder feels bit shakynot worth price,0.2263,positive,Negative
,3202,,,neutral,Neutral
The ladder feels a bit shakyNot worth the price,3203,ladder feels bit shakynot worth price,0.2263,positive,Negative
The height is just right for cleaning and painting tasks,3204,height right cleaning painting tasks,0.0,neutral,Positive
Not satisfied. Expected better build quality.,3205,not satisfied expected better build quality,-0.5773,negative,Negative
The ladder feels a bit shakyNot worth the price,3206,ladder feels bit shakynot worth price,0.2263,positive,Negative
The height is just right for cleaning and painting tasks,3207,height right cleaning painting tasks,0.0,neutral,Positive
Not satisfied. Expected better build quality.,3208,not satisfied expected better build quality,-0.5773,negative,Negative
Very sturdy and feels safe to use. Highly recommended!,3209,sturdy feels safe use highly recommended,0.6115,positive,Positive
This ladder is compact and easy to carry around,3210,ladder compact easy carry around,0.4404,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3211,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
good product,3212,good product,0.4404,positive,Positive
Not happy with the stability; it wobbles a bit,3213,not happy stability wobbles bit,-0.4585,negative,Negative
Not satisfied. Expected better build quality.,3214,not satisfied expected better build quality,-0.5773,negative,Negative
good product,3215,good product,0.4404,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3216,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Sturdy and reliable,3217,sturdy reliable,0.0,neutral,Neutral
The ladder feels a bit shakyNot worth the price,3218,ladder feels bit shakynot worth price,0.2263,positive,Negative
"Good product, works as expected",3219,good product works expected,0.4404,positive,Positive
This ladder is compact and easy to carry around,3220,ladder compact easy carry around,0.4404,positive,Positive
The ladder feels a bit shakyNot worth the price,3221,ladder feels bit shakynot worth price,0.2263,positive,Negative
The quality is excellent; I feel safe using it,3222,quality excellent feel safe using,0.765,positive,Positive
,3223,,,neutral,Neutral
good product,3224,good product,0.4404,positive,Positive
good product,3225,good product,0.4404,positive,Positive
The quality is excellent; I feel safe using it,3226,quality excellent feel safe using,0.765,positive,Positive
,3227,,,neutral,Neutral
,3228,,,neutral,Neutral
Not happy with the stability; it wobbles a bit,3229,not happy stability wobbles bit,-0.4585,negative,Negative
The height is just right for cleaning and painting tasks,3230,height right cleaning painting tasks,0.0,neutral,Positive
good,3231,good,0.4404,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3232,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
,3233,,,neutral,Neutral
Very sturdy and feels safe to use. Highly recommended!,3234,sturdy feels safe use highly recommended,0.6115,positive,Positive
Sturdy and reliable,3235,sturdy reliable,0.0,neutral,Neutral
good product,3236,good product,0.4404,positive,Positive
Not happy with the stability; it wobbles a bit,3237,not happy stability wobbles bit,-0.4585,negative,Negative
"Some scratches were present upon delivery, but it's functional",3238,scratches present upon delivery functional,0.0,neutral,Neutral
The height is just right for cleaning and painting tasks,3239,height right cleaning painting tasks,0.0,neutral,Positive
"A bit heavy to handle, but overall it does the job well",3240,bit heavy handle overall job well,0.2732,positive,Positive
Easy to fold and store. Perfect for my small space!,3241,easy fold store perfect small space,0.765,positive,Positive
good product,3242,good product,0.4404,positive,Positive
The height is just right for cleaning and painting tasks,3243,height right cleaning painting tasks,0.0,neutral,Positive
good product,3244,good product,0.4404,positive,Positive
,3245,,,neutral,Neutral
good product,3246,good product,0.4404,positive,Positive
"Good product, works as expected",3247,good product works expected,0.4404,positive,Positive
Not satisfied. Expected better build quality.,3248,not satisfied expected better build quality,-0.5773,negative,Negative
Sturdy and reliable,3249,sturdy reliable,0.0,neutral,Neutral
The height is just right for cleaning and painting tasks,3250,height right cleaning painting tasks,0.0,neutral,Positive
Not satisfied. Expected better build quality.,3251,not satisfied expected better build quality,-0.5773,negative,Negative
,3252,,,neutral,Neutral
"Good product, works as expected",3253,good product works expected,0.4404,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3254,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
good,3255,good,0.4404,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,3256,sturdy feels safe use highly recommended,0.6115,positive,Positive
,3257,,,neutral,Neutral
good product,3258,good product,0.4404,positive,Positive
