date,customer_name,review_text,review_rating,verified_purchase,ladder_type,size
2023-06-19,Saniya Gunawardena,Very sturdy and feels safe to use. Highly recommended!,4,True,multi-purpose ladder,16ft
2023-10-12,R.,,3,True,multi-purpose ladder,
2023-05-28,Lahiru Martin,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,step ladder,4ft
2023-08-06,W. Jayasinghe,good,4,True,multi-purpose ladder,12ft
2024-05-27,Nishan,Not happy with the stability; it wobbles a bit,2,False,,
2023-03-10,Tharini Williams,Not happy with the stability; it wobbles a bit,2,True,step ladder,10ft
2024-07-04,Lucas Jayasinghe,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,16ft
2024-10-06,R. Fernando,This ladder is compact and easy to carry around,4,True,,4ft
2023-11-24,,Not satisfied. Expected better build quality.,1,True,multi-purpose ladder,16ft
2024-12-30,R. Chandrasiri,Not satisfied. Expected better build quality.,1,True,step ladder,4ft
2023-05-03,,good,3,True,step ladder,4ft
2023-04-28,Dinesh Chandrasiri,The height is just right for cleaning and painting tasks,3,True,step ladder,7ft
2023-11-11,Sophie Williams,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,20ft
2023-01-24,Pradeep Gomes,Not happy with the stability; it wobbles a bit,1,False,step ladder,7ft
2024-12-14,Ajantha Namal,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,multi-purpose ladder,20ft
2024-01-13,Nishan,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,16ft
2023-12-30,,,4,True,multi-purpose ladder,12ft
2023-02-18,Rohan Ratnayake,,4,True,step ladder,4ft
2023-02-04,Shashika Samarasinghe,The height is just right for cleaning and painting tasks,3,True,step ladder,8ft
2023-09-14,,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,
2024-11-06,Saman,,4,True,multi-purpose ladder,16ft
2024-08-29,Nirosha Lewis,Easy to fold and store. Perfect for my small space!,5,False,step ladder,5ft
2024-01-01,Tess Namal,"Good product, works as expected",4,True,multi-purpose ladder,12ft
2023-09-14,R.,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,20ft
2023-03-12,Maya,good product,4,True,multi-purpose ladder,16ft
2024-05-11,Nadeesha,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,multi-purpose ladder,16ft
2024-06-09,Emma,Very sturdy and feels safe to use. Highly recommended!,4,True,multi-purpose ladder,16ft
2024-04-04,M. Mitchell,Not satisfied. Expected better build quality.,1,True,step ladder,4ft
2024-04-09,Ethan Roberts,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,12ft
2024-01-15,A.K. Clark,This ladder is compact and easy to carry around,4,False,step ladder,4ft
2024-03-02,Isuru Liyanage,Sturdy and reliable,4,True,multi-purpose ladder,20ft
2023-08-12,Charlotte Liyanage,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,4ft
2023-10-11,Zane,The height is just right for cleaning and painting tasks,3,True,step ladder,6ft
2024-03-06,W. Fernando,good,3,False,multi-purpose ladder,20ft
2024-10-15,Ethan,"Some scratches were present upon delivery, but it's functional",2,True,multi-purpose ladder,12ft
2024-09-08,Lahiru,good product,3,False,multi-purpose ladder,16ft
2024-12-04,Ruwani Gomes,,4,True,multi-purpose ladder,12ft
2024-11-16,,,4,True,multi-purpose ladder,16ft
2023-08-05,,good product,3,True,step ladder,8ft
2024-07-08,,,4,True,multi-purpose ladder,20ft
2025-01-16,Kavindi,Sturdy and reliable,4,True,,4ft
2023-12-09,Ruwani,This ladder is compact and easy to carry around,4,True,step ladder,6ft
2023-05-19,Maya Fernando,"A bit heavy to handle, but overall it does the job well",4,True,step ladder,10ft
2024-10-18,,"Good product, works as expected",3,True,step ladder,
2024-12-31,Nishan Liyanage,good product,3,True,step ladder,7ft
2023-03-23,Rohan,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,4ft
2023-06-13,Jessica Anderson,Sturdy and reliable,4,True,multi-purpose ladder,20ft
2024-01-17,Saman Ratnayake,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,8ft
2023-12-27,James Lewis,The quality is excellent; I feel safe using it,4,True,step ladder,7ft
2024-07-28,Zane,Sturdy and reliable,4,True,multi-purpose ladder,20ft
2024-08-26,Benjamin Smith,Sturdy and reliable,4,True,step ladder,4ft
2023-04-21,Isuru Anderson,"Some scratches were present upon delivery, but it's functional",2,True,step ladder,4ft
2023-11-19,Chaminda Williams,good,4,True,multi-purpose ladder,16ft
2024-09-23,R. Chandrasiri,good,3,True,multi-purpose ladder,12ft
2024-02-14,,,4,False,step ladder,7ft
2023-11-29,Lucas Clark,good,4,True,step ladder,5ft
2023-04-17,Nishan Ratnayake,good product,3,True,step ladder,5ft
2023-04-28,Isuru Johnson,This ladder is compact and easy to carry around,4,True,step ladder,5ft
2023-04-06,James,Not satisfied. Expected better build quality.,2,True,multi-purpose ladder,
2024-12-27,Jessica,,3,True,multi-purpose ladder,20ft
2023-06-01,,good product,4,True,step ladder,7ft
2023-12-23,Grace Wijesinghe,The quality is excellent; I feel safe using it,3,True,multi-purpose ladder,12ft
2024-11-27,Ravindu Jayasinghe,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,
2024-09-17,Emma,good product,4,True,multi-purpose ladder,20ft
2024-02-03,Kavindi Fernando,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,16ft
2023-05-08,M. Jayasinghe,"Good product, works as expected",3,True,multi-purpose ladder,20ft
2023-01-20,Lahiru Perera,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,4ft
2023-09-21,Saniya,The height is just right for cleaning and painting tasks,4,True,multi-purpose ladder,16ft
2023-12-24,R.,good,3,True,step ladder,7ft
2024-02-25,Kavindi Gomes,Not happy with the stability; it wobbles a bit,2,True,multi-purpose ladder,20ft
2023-05-10,Shashika Mahendran,The quality is excellent; I feel safe using it,3,True,step ladder,4ft
2024-07-19,Ethan,Not happy with the stability; it wobbles a bit,2,True,multi-purpose ladder,12ft
2023-08-18,,The height is just right for cleaning and painting tasks,4,True,step ladder,5ft
2024-03-28,Zane Namal,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,16ft
2023-07-03,Lahiru Thompson,"Good product, works as expected",3,False,multi-purpose ladder,12ft
2024-06-04,Ravindu Lewis,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,6ft
2024-12-10,Isuru Clark,"Good product, works as expected",3,True,step ladder,7ft
2023-12-05,,This ladder is compact and easy to carry around,5,True,multi-purpose ladder,12ft
2024-01-05,,The ladder feels a bit shakyNot worth the price,2,True,step ladder,5ft
2024-05-12,Nadeesha,good product,3,True,step ladder,5ft
2024-12-08,Kavindi Brown,"A bit heavy to handle, but overall it does the job well",3,True,multi-purpose ladder,12ft
2023-02-23,Charlotte Anderson,"Good product, works as expected",3,False,multi-purpose ladder,16ft
2024-09-21,Kavindi De Silva,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,12ft
2023-04-11,W. Jayasinghe,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,6ft
2023-07-06,Jessica Mitchell,Not happy with the stability; it wobbles a bit,1,True,step ladder,6ft
2023-02-26,James Gunawardena,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,20ft
2024-04-28,Isuru Johnson,Not happy with the stability; it wobbles a bit,2,True,multi-purpose ladder,12ft
2024-06-11,Maya Dias,Not happy with the stability; it wobbles a bit,2,False,multi-purpose ladder,12ft
2024-03-08,Tilan Lewis,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,20ft
2023-10-17,Nadeesha Lewis,The quality is excellent; I feel safe using it,4,True,multi-purpose ladder,12ft
2023-05-10,Nirosha Mendis,,4,True,step ladder,8ft
2023-06-11,R. Dias,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,6ft
2024-02-23,Ruwani,Not happy with the stability; it wobbles a bit,1,True,step ladder,10ft
2023-07-18,Ethan Mahendran,Not satisfied. Expected better build quality.,1,True,multi-purpose ladder,20ft
2024-12-03,Dinesh Roberts,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,20ft
2023-05-19,,good product,3,True,multi-purpose ladder,20ft
2024-01-07,,,3,False,multi-purpose ladder,20ft
2024-09-09,Rohan De Silva,"A bit heavy to handle, but overall it does the job well",3,True,multi-purpose ladder,20ft
2024-07-22,Lahiru Liyanage,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,16ft
2024-02-06,Nadeesha Liyanage,Sturdy and reliable,4,True,multi-purpose ladder,12ft
2024-01-22,Lucas Gomes,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,16ft
2024-10-05,Lahiru,"Some scratches were present upon delivery, but it's functional",2,True,multi-purpose ladder,16ft
2023-05-08,James Fernando,The quality is excellent; I feel safe using it,3,True,step ladder,10ft
2023-12-13,Chaminda Jayasinghe,"A bit heavy to handle, but overall it does the job well",4,True,step ladder,5ft
2024-05-25,Ajantha Perera,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,12ft
2024-10-31,Benjamin Senanayake,Not happy with the stability; it wobbles a bit,2,True,step ladder,6ft
2024-09-21,Maya Senanayake,The quality is excellent; I feel safe using it,3,True,step ladder,5ft
2023-09-19,Dinesh Gunawardena,good product,3,True,,20ft
2024-04-04,Ethan,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,16ft
2023-12-28,Sophie Gomes,Easy to fold and store. Perfect for my small space!,5,True,step ladder,10ft
2024-06-22,Emma Williams,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,12ft
2023-06-22,W. Anderson,Not happy with the stability; it wobbles a bit,2,False,multi-purpose ladder,12ft
2023-07-04,Jessica Mahendran,The height is just right for cleaning and painting tasks,4,True,step ladder,7ft
2024-11-04,Tharini Senanayake,Not happy with the stability; it wobbles a bit,1,True,step ladder,4ft
2024-09-11,Benjamin Harris,Sturdy and reliable,5,True,step ladder,5ft
2023-09-21,,,4,True,step ladder,4ft
2023-10-13,Dilan,Easy to fold and store. Perfect for my small space!,5,False,step ladder,10ft
2024-12-18,Saniya Wijesinghe,good,4,True,step ladder,10ft
2024-02-05,A.K.,This ladder is compact and easy to carry around,4,True,step ladder,5ft
2024-07-21,Saman,Sturdy and reliable,5,True,step ladder,4ft
2024-11-17,A.K.,good,4,True,step ladder,4ft
2023-10-22,Ravindu,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,16ft
2024-12-14,Dinesh,Sturdy and reliable,5,True,step ladder,6ft
2024-09-20,Charlotte Senanayake,Not satisfied. Expected better build quality.,1,True,step ladder,4ft
2025-01-16,Chaminda,"A bit heavy to handle, but overall it does the job well",3,True,multi-purpose ladder,20ft
2024-03-10,James Mitchell,good,4,True,multi-purpose ladder,12ft
2024-08-13,Tilan Harris,The ladder feels a bit shakyNot worth the price,1,False,multi-purpose ladder,12ft
2023-02-10,Emma Taylor,"A bit heavy to handle, but overall it does the job well",3,True,multi-purpose ladder,
2023-08-01,Ruwani Clark,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,12ft
2024-12-08,Nadeesha,Easy to fold and store. Perfect for my small space!,4,True,step ladder,6ft
2024-12-05,W. Johnson,"Good product, works as expected",3,False,,20ft
2024-08-25,Lahiru,The quality is excellent; I feel safe using it,4,True,step ladder,6ft
2024-01-02,Kavindi,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,
2023-09-06,W. Mahendran,Very sturdy and feels safe to use. Highly recommended!,4,False,step ladder,6ft
2023-12-13,M. Clark,"A bit heavy to handle, but overall it does the job well",4,True,step ladder,10ft
2023-04-09,Nishan Lewis,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,20ft
2024-12-09,Jessica De Silva,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,12ft
2024-09-28,Nadeesha Smith,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,step ladder,4ft
2024-09-04,Nirosha Mahendran,Not happy with the stability; it wobbles a bit,2,True,step ladder,4ft
2024-09-06,,good,3,True,multi-purpose ladder,20ft
2024-04-10,Lucas Fernando,good product,3,True,step ladder,5ft
2023-11-21,Chaminda Jayasinghe,Not happy with the stability; it wobbles a bit,2,True,step ladder,7ft
2024-11-22,Nirosha,good product,4,True,multi-purpose ladder,16ft
2023-08-28,Ruwani Mitchell,,4,True,multi-purpose ladder,12ft
2023-12-18,Pradeep Liyanage,,3,True,multi-purpose ladder,16ft
2024-05-01,Tess Gunawardena,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,10ft
2023-07-06,Charlotte,"Good product, works as expected",3,True,step ladder,6ft
2024-01-03,Grace Harris,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,8ft
2023-02-10,Saman,,3,True,step ladder,4ft
2023-11-25,Pradeep Gomes,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,
2023-08-25,W. Lewis,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,7ft
2023-12-29,Ajantha Clark,good product,3,True,step ladder,10ft
2023-12-30,Shashika,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,20ft
2023-12-29,Nirosha,Not happy with the stability; it wobbles a bit,1,False,step ladder,5ft
2023-02-24,M. Chandrasiri,Not happy with the stability; it wobbles a bit,2,True,step ladder,10ft
2024-06-24,Ravindu,This ladder is compact and easy to carry around,4,True,step ladder,10ft
2024-12-15,Lahiru Perera,Very sturdy and feels safe to use. Highly recommended!,5,True,multi-purpose ladder,12ft
2023-10-02,Zane Samarasinghe,good product,3,True,multi-purpose ladder,16ft
2024-12-27,A.K.,The height is just right for cleaning and painting tasks,4,False,multi-purpose ladder,16ft
2023-09-06,Rohan Taylor,Not happy with the stability; it wobbles a bit,1,True,multi-purpose ladder,
2023-06-11,Dilan,Not satisfied. Expected better build quality.,1,True,multi-purpose ladder,20ft
2023-11-09,Chaminda,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,10ft
2024-06-24,Lahiru Mitchell,This ladder is compact and easy to carry around,4,False,multi-purpose ladder,12ft
2023-12-11,Lucas Wijesinghe,"Some scratches were present upon delivery, but it's functional",2,True,multi-purpose ladder,16ft
2023-05-18,A.K. Thompson,"Some scratches were present upon delivery, but it's functional",1,True,step ladder,7ft
2023-11-18,Isuru,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,False,step ladder,10ft
2024-07-27,,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,16ft
2024-07-05,Kavindi Smith,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,step ladder,10ft
2023-06-13,Saniya,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,multi-purpose ladder,20ft
2024-02-04,W. Roberts,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,20ft
2023-04-24,Ravindu,,4,False,step ladder,6ft
2023-06-16,Maya Taylor,,3,True,multi-purpose ladder,20ft
2024-01-14,Emma Lewis,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,8ft
2024-09-27,,,4,True,step ladder,7ft
2024-08-25,James Martin,This ladder is compact and easy to carry around,4,True,step ladder,6ft
2023-03-28,Ruwani Perera,Not satisfied. Expected better build quality.,2,True,step ladder,6ft
2024-11-09,Ajantha Wijesinghe,,4,False,multi-purpose ladder,12ft
2024-12-18,Pradeep Anderson,good,4,True,multi-purpose ladder,20ft
2023-06-26,Ruwani,Sturdy and reliable,5,True,step ladder,5ft
2023-12-31,Nadeesha,good product,4,True,multi-purpose ladder,12ft
2023-04-25,Saniya Brown,The height is just right for cleaning and painting tasks,3,True,step ladder,6ft
2024-06-13,Shashika Thompson,Not happy with the stability; it wobbles a bit,1,True,multi-purpose ladder,20ft
2023-06-27,Ravindu,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,20ft
2024-01-08,R. Thompson,The quality is excellent; I feel safe using it,3,False,step ladder,10ft
2024-01-09,Pradeep Jayasinghe,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,False,multi-purpose ladder,16ft
2023-12-16,,,4,True,multi-purpose ladder,20ft
2023-06-06,Kavindi,The quality is excellent; I feel safe using it,3,True,multi-purpose ladder,16ft
2023-12-08,Kavindi,Easy to fold and store. Perfect for my small space!,5,True,multi-purpose ladder,16ft
2024-05-10,Lahiru Gomes,"Good product, works as expected",4,True,step ladder,8ft
2023-07-31,R. Mahendran,Sturdy and reliable,4,True,step ladder,7ft
2023-10-29,R.,"Good product, works as expected",4,True,step ladder,10ft
2024-12-17,Ajantha Mendis,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,16ft
2023-05-21,Ethan,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,7ft
2024-06-28,Kavindi,The quality is excellent; I feel safe using it,3,True,step ladder,8ft
2024-02-07,Lucas Samarasinghe,"Good product, works as expected",3,True,step ladder,5ft
2023-06-22,Benjamin Wijesinghe,,4,True,multi-purpose ladder,12ft
2023-06-20,Tess Harris,Very sturdy and feels safe to use. Highly recommended!,5,True,multi-purpose ladder,16ft
2024-07-19,Lahiru Johnson,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,multi-purpose ladder,20ft
2023-01-29,Maya Martin,Not satisfied. Expected better build quality.,2,False,step ladder,4ft
2023-03-07,Kavindi,Sturdy and reliable,5,True,multi-purpose ladder,20ft
2024-11-21,Lucas,The ladder feels a bit shakyNot worth the price,1,True,step ladder,10ft
2023-03-21,Ruwani,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,multi-purpose ladder,12ft
2023-10-27,,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,16ft
2024-01-19,Ruwani,good product,4,True,multi-purpose ladder,12ft
2024-01-30,Nishan,good,3,True,step ladder,4ft
2024-03-29,Tilan Senanayake,Sturdy and reliable,4,True,multi-purpose ladder,12ft
2024-06-21,Saman,"Some scratches were present upon delivery, but it's functional",1,True,step ladder,5ft
2024-06-01,Zane,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,20ft
2023-09-11,,Sturdy and reliable,5,True,multi-purpose ladder,12ft
2023-09-22,Zane Martin,"Some scratches were present upon delivery, but it's functional",1,False,step ladder,5ft
2024-02-23,Grace Namal,"A bit heavy to handle, but overall it does the job well",3,False,multi-purpose ladder,12ft
2024-12-10,,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,8ft
2023-01-20,R. Lewis,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,16ft
2023-08-22,Tilan Martin,Not satisfied. Expected better build quality.,2,True,multi-purpose ladder,16ft
2024-08-23,Tharini Gomes,"Good product, works as expected",3,True,step ladder,8ft
